chunk_id,question
27301828_4,What was Brazil's market share of the international coffee market during the 1920s?
27301828_4,How has Brazil's coffee export dependency changed since the 1950s?
27301828_4,What role did slavery play in the growth of the coffee economy in Brazil?
27301828_5,What was the significance of the Santos coffee zone in the early coffee economy of Brazil?
27301828_5,How did the abolition of slavery in 1888 influence labor practices in the Brazilian coffee industry?
27301828_5,Can you explain the concept of 'second slavery' and its impact on coffee production in Brazil?
27301828_5,In what ways did the coffee industry in Brazil utilize immigrant populations after the abolition of slavery?
27301828_5,How does historian Dale Tomich's perspective on second slavery relate to the broader context of 19th-century industrialization?
27301828_6,What does the term 'second slavery' refer to in the context of coffee production in Brazil?
27301828_6,How did the abolition of slavery impact labor practices within the coffee industry in Brazil?
27301828_6,In what way did former slaves contribute to Brazil's status as an industrializing nation?
27301828_6,How is second slavery connected to capitalism according to Erik Mathisen?
27301828_6,What role did the sugar and cotton industries play in the development of Brazil's labor history?
27301828_7,What role did the social status of former slaves play in the labor practices on Brazilian coffee plantations during the 1880s?
27301828_7,How did the labor techniques used in coffee production relate to broader economic trends in Brazil according to Mathisen?
27301828_7,Why is the coffee industry considered significant in the context of second slavery compared to sugar and cotton industries?
27301828_7,"What was the state’s main goal in the 19th century regarding economic expansion, and how did it relate to labor practices?"
27301828_7,"Why did historians overlook the coffee industry before the 1960s, and what might this imply about its historical importance?"
27301828_8,What role did the coffee industry play in the economic expansion of 19th-century Brazil?
27301828_8,How did the concept of second slavery influence coffee production in Brazil?
27301828_8,Why was the coffee industry historically overlooked by historians before the 1960s?
27301828_8,What was the impact of the Coffee Front on Brazilian geography and deforestation?
27301828_8,How did consumer preferences in the 1990s affect the export quotas of the International Coffee Agreement?
27301828_9,What was the primary reason coffee production was not deeply embedded in the history of any single locality in Brazil during the colonial period?
27301828_9,How did the Coffee Front movement impact deforestation in Brazil?
27301828_9,What were the consequences of the 1990s deregulations on the Brazilian coffee industry?
27301828_9,How did consumer preferences in the 1990s influence Brazil's stance on coffee export quotas?
27301828_9,What led to the abolition of the Brazilian Coffee Institute in 1989?
27301828_10,What actions did Brazil take regarding its coffee production quotas in response to market demands?
27301828_10,"Who led the demand for higher coffee quality among consumers, and what did they want to end?"
27301828_10,"What was the role of the Brazilian Coffee Institute before it was abolished, and why was it dissolved?"
27301828_10,"Which six Brazilian states have the largest acreage dedicated to coffee production, and how much land do they cover?"
27301828_10,"How does Brazil's coffee production compare to global competitors, and what is its current share of world coffee production?"
27301828_11,What are the six Brazilian states with the largest coffee production acreage?
27301828_11,How long has Brazil been the world's largest coffee producer?
27301828_11,What percentage of world coffee does Brazil currently produce?
27301828_11,Which country is the second largest producer of coffee after Brazil?
27301828_11,What process is primarily used for coffee processing in Brazil?
27301828_12,What percentage of Brazil's coffee production is attributed to arabica beans? 
27301828_12,In which Brazilian states are the majority of coffee plantations located? 
